name,molecule_chembl_id,smiles,max_phase,best_pchembl,best_standard_nM,activity_types,source,zinc_id
,,CO[C@H](C(=O)NCCn1ccnc1)C1CN(C(=O)C(C)(C)C(F)F)C1,,,,,,ZINCpd000015OuEj
,,CO[C@H](C(=O)NCCN(C)C1CC1)C1CN(C(=O)[C@@H]2CCS2(=O)=O)C1,,,,,,ZINCp4000015OuEz
,,COC(=O)[C@H](NC(=O)c1c[nH]nc1C)c1ccc(S(C)(=O)=O)cc1,,,,,,ZINCod000011tNOo
,,CO[C@H](C(=O)NCCn1cncn1)C1CN(C(=O)[C@H](O)C(C)(C)C)C1,,,,,,ZINCp5000015OuEs
,,CC[C@H](C)[C@H](NC(=O)C#CC(C)(C)C)C(=O)NCc1ncco1,,,,,,ZINCno00000UjAYH
,,CC[C@H](C)[C@H](NC(=O)C=Cc1cncn1C)C(=O)NOC1CC1,,,,,,ZINCnh00000UjAYu
,,CC[C@H](C)[C@H](NC(=O)CCC1OCCO1)C(=O)N1CC2CC1C2,,,,,,ZINCni00000UjAYE
,,C[C@@H](CNC(=O)Cc1ccn(C)n1)CN(C)C(=O)c1csc(Br)c1Cl,,,,,,ZINCpz00000evJKC
,,O=C(N[C@@H]1CCCOC1)c1ccc(CNC(=O)[C@@H]2CC2(F)F)cn1,,,,,,ZINCoi00000sLS2z
,,C[C@H](C(=O)N1CCC(c2ncc(C(=O)O)cn2)CC1)c1cccnc1,,,,,,ZINCpq000005tQOC
,,Cc1c(Br)cc(F)cc1C(=O)N[C@@H](CO)CNC(=O)C[C@H](C)C1CC1,,,,,,ZINCpv0000095y9m
,,CO[C@H](C(=O)NCCn1cc(C(=O)N2CC[C@@H]2[C@@H](C)O)cn1)C1CC1,,,,,,ZINCp6000015OuE2
,,CNS(=O)(=O)NCCCNCc1cc(Br)c(C)nc1OC,,,,,,ZINClc00000y8tMk
,,CNS(=O)(=O)N1CCN(C(=O)[C@@]2(C)C[C@@H]2C)CC1,,,,,,ZINCi500000y8tM2
,,CC(C)(CONC(=O)N[C@H]1CC=CC[C@@H]1C(F)(F)F)[C@H]1CCCO1,,,,,,ZINCoD00000nLszL
,,COC(=O)[C@H](NC(=O)C[C@@H]1CCn2cncc2C1)[C@@H]1CCCCO1,,,,,,ZINCog000011tNOA
,,CC[C@H](C)[C@H](NC(=O)CCC(C)C)C(=O)N[C@H]1COC[C@H]1OC,,,,,,ZINCnk00000UjAYU
,,C[C@H](CN=c1nc[nH]s1)N(C)C(=O)C[C@H]1CCc2ccccc21,,,,,,ZINCnz000003EL9F
,,O=C(N[C@@H]1C[C@@H](NC(=O)C2CC2)C12CCC2)c1ccc([N+](=O)[O-])nc1,,,,,,ZINCpl00000SOjPC
,,CCOC1(CN(C[C@H]2[C@@H]3COC[C@@H]32)C(=O)C=NOC)CCC1,,,,,,ZINCmi00000SzLmL
,,CC[C@H](C)[C@H](NC(=O)C#CC1CCC1)C(=O)NCCOC(F)F,,,,,,ZINCnm00000UjAYm
,,COC(=O)[C@@H](NC(=O)C[C@H](N)Cc1cccc(F)c1)[C@H]1CCCO1,,,,,,ZINCof000011tNOE
,,C[C@@H](CNC(=O)Cc1ccc(Br)s1)NC(=O)c1cccc2c1OCC2,,,,,,ZINCpz00000evJAi
,,CCc1ncc2c(n1)C[C@H]1CC[C@H]2N1C(=O)CCC=CBr,,,,,,ZINClD000007f29p
,,Cc1ccc(C(=O)N2C[C@@H](C)[C@@H]2C(=O)N2CCC(F)(F)C2)cc1O,,,,,,ZINCoq00000sPUnN
,,CO[C@H](C(=O)NCCn1cc(C(=O)NOCCCCF)cn1)C(C)C,,,,,,ZINCpg000015OuEf
,,CC=CCONC(=O)NC1CCC(C)(NC(=O)OC(C)(C)C)CC1,,,,,,ZINCoA00000nLszG
,,CC[C@H](C)[C@H](NC(=O)CCc1cscn1)C(=O)NCCC(N)=O,,,,,,ZINCnb00000UjAYA
,,Nc1c(Cl)cc(C(=O)NC[C@@]2(CO)C[C@@H]3CCC[C@@H]3C2)nc1Cl,,,,,,ZINCny00000DIBdh
,,O=C(N[C@@H]1C[C@H](NC(=O)[C@@H]2CCCS2)C[C@H]1O)C1CCC(F)(F)CC1,,,,,,ZINCpo00000SOjQ7
,,CO[C@@H](C(=O)NCCn1cc(C(=O)NC[C@@H](C)CO)cn1)C(C)(C)C,,,,,,ZINCpa000015OuEb
,,O=C(N[C@@H]1C[C@H](NC(=O)C2(Br)CC2)C[C@H]1O)c1cncc2c1CCC2,,,,,,ZINCpi00000SOjPA
,,CO[C@H](C(=O)NCCN1CC[C@H]2C[C@H]21)C1CN(C(=O)[C@@H]2C[C@H]2C#N)C1,,,,,,ZINCp5000015OuDX
,,CCOC1(CN(C[C@@H](OC)C2CCC2)C(=O)C2COC2)CC1,,,,,,ZINCmo00000SzLmV
,,O=C(N[C@@H]1C[C@H](NC(=O)[C@H]2CCCS2)C[C@H]1O)C1CC(C(F)(F)F)C1,,,,,,ZINCpl00000SOjQ8
,,CCOC1(CN(C[C@@H]2CCOC2)C(=O)[C@H](O)C(C)C)CCC1,,,,,,ZINCmo00000SzLmD
,,CO[C@H](C(=O)NC[C@@H](O)C(=O)NCCCC1(O)CCC1)C1CCCC1,,,,,,ZINCpa000015OuDE
,,Cc1ccc(C(=O)N2C[C@H](C)[C@@H]2C(=O)N2C[C@H]3CC[C@@]3(C)C2)nc1,,,,,,ZINCor00000sPUnR
,,C[C@@H](CNC(=O)[C@@H](C)OCC(F)(F)F)N(C)C(=O)Cc1ccc(Br)s1,,,,,,ZINCpz00000evKeO
,,CNS(=O)(=O)NCCCNC(=O)CCCCN(C)C(C)=O,,,,,,ZINCl500000y8tMm
,,C[C@H](CNC(=O)C#CC1CC1)N(C)C(=O)c1cc2sccc2s1,,,,,,ZINCnz000003ELjG
,,CNS(=O)(=O)N1CCN(C(=O)c2[nH]c(=N)ccc2C)CC1,,,,,,ZINCl500000y8tM3
,,CC[C@H](C)[C@H](NC(=O)C=Cc1nccs1)C(=O)NC[C@@H](C)OC,,,,,,ZINCno00000UjAYC
,,CNc1ncccc1C(=O)NCCC1CN(C(=O)[C@H]2CC[C@@H]2C)C1,,,,,,ZINCon00000mLQcn
,,CNS(=O)(=O)NC1(c2c(F)cccc2F)CC(F)(F)C1,,,,,,ZINCkm00000y8tMa
,,Nc1c(Cl)cc(C(=O)NC[C@]23CCCC[C@H]2CC(=O)N3)nc1Cl,,,,,,ZINCnr00000DIBdf
,,Cc1cc(CNS(=O)(=O)CCc2cccs2)ccc1Cl,,,,,,ZINCkD000002a8kK
,,C[C@H](CNC(=O)C(C)(C)C1CC1)N(C)C(=O)[C@@]12CCCC[C@H]1C2,,,,,,ZINCnz000003ELql
,,O=C(N[C@@H]1C[C@H](NC(=O)C2(CCF)CCC2)C12CCC2)C1CS(=O)C1,,,,,,ZINCpk00000SOjPH
,,O=C(N[C@@H]1C[C@H](NC(=O)[C@@H]2CC23CC3)C[C@H]1O)[C@H]1CCCCC1(F)F,,,,,,ZINCpn00000SOjPU
,,Nc1c(Cl)cc(C(=O)NC[C@H](O)CCc2ccccc2)nc1Cl,,,,,,ZINCnw00000DIBdk
,,COc1nccc(C(=O)N2CC[C@@]3(C[C@H]3C(=O)N3CC(O)C3)C2)n1,,,,,,ZINCo500000HMzdu
,,CO[C@@H](C(=O)NC[C@@H](O)C(=O)NCCn1cccnc1=O)C(C)(C)C,,,,,,ZINCp4000015OuDI
,,CCOC1(CN(C[C@@H]2[C@H]3CCOC[C@H]32)C(=O)C(N)=O)CCC1,,,,,,ZINCmb00000SzLmI
,,O=C(N[C@@H]1C[C@H](NC(=O)C2=C(Cl)CCCC2)C[C@H]1O)C1=CCOCC1,,,,,,ZINCpl00000SOjPK
,,C=C1CCC(C(=O)N2C[C@H](C)[C@@H]2C(=O)N2CCCOC[C@H]2C)CC1,,,,,,ZINCos00000sPUnQ
,,CSCCn1nnnc1[C@@]1(NCc2sccc2C)CCC[C@@H](SC)C1,,,,,,ZINCpG00000sZ8fm
,,C=CCCONC(=O)CN(C(=O)[C@@H](C)CC1CCCC1)C1CCC1,,,,,,ZINCoC00000nLszD
,,COC(=O)[C@H](NC(=O)c1nnn([C@@H]2CCNC2)c1C)[C@H]1CC1(C)C,,,,,,ZINCoa000011tNOq
,,C=CCCONC(=O)N[C@@H]1CC[C@](C)(CNC(=O)OC(C)(C)C)C1,,,,,,ZINCoy00000nLszM
,,CCOC1(CN(C[C@@H](C)CC)C(=O)[C@@H]2NC(=O)C[C@@H]2C)CC1,,,,,,ZINCmp00000SzLmR
,,Nc1c(Cl)ccc(C(=O)N2CCC(O[C@H]3C[C@@H](N)C3)CC2)c1Cl,,,,,,ZINCnw00000DIBdc
,,O=C(N[C@@H]1C[C@@H](NC(=O)[C@@H](F)C(F)(F)F)C[C@H]1O)C1CC(C2CC2)C1,,,,,,ZINCpk00000SOjQh
,,C[C@H](C(=O)N1CC(CCF)C1)n1cc(-c2cccc(C(=O)O)c2)nn1,,,,,,ZINCpq000005tQO4
,,O=C(N[C@H]1C[C@H](N2CCOCC2)C12CCC2)c1ccc2nc[nH]c2n1,,,,,,ZINCpj00000SOjPq
,,CCc1nc[nH]c1C(=O)Nc1ccc2c(c1)CC[C@@H](C)C2,,,,,,ZINClD000007f23c
,,C[C@@]1(C(=O)O)CC(F)(F)CN1C(=O)c1cccc(S(=O)(=O)C(F)F)c1,,,,,,ZINCpq000005tQHD
,,O=C(N[C@@H]1C[C@H](NC(=O)C2(Br)CC2)C[C@H]1O)c1cc2c([nH]1)CCCC2,,,,,,ZINCpl00000SOjPy
,,O=C(N[C@H]1C[C@@H](n2cc(COCCCCO)nn2)C1)c1ccoc1I,,,,,,ZINCpo00000SOjPk
,,CC(C)CONC(=O)CN(C(=O)[C@@H](F)C1CCCCC1)C1CCC1,,,,,,ZINCoz00000nLszE
,,C[C@H](CN=c1ncc(I)c[nH]1)CNC(=O)C1(C(F)(F)F)CCC1,,,,,,ZINCnz000003ELer
,,O=C(N[C@@H]1CC2CCC1CC2)[C@H]1CCCc2c(O)cccc21,,,,,,ZINCmF000000oFJq
,,C[C@@H](CNC(=O)Cc1cscc1Br)NC(=O)c1ccc2c(c1)NCC2,,,,,,ZINCpz00000evK41
,,O=C(c1ncccn1)N1CCC(NC(=O)[C@]23CCC[C@H]2[C@@H]3Br)CC1,,,,,,ZINCon00000mLQ7T
,,Cc1ccc(C(=O)N2C[C@H](C)[C@@H]2C(=O)N2CC(CC3CC3)C2)cn1,,,,,,ZINCor00000sPUnG
,,O=C(N[C@H]1C[C@H](NC(=O)[C@@H]2CC=CCC2)C[C@@H]1O)C1CCC(F)CC1,,,,,,ZINCpp00000SOjQ1
,,Cc1c(Br)ccc(C(=O)N(C)C2CN(C(=O)[C@@H]3C[C@@H]3C(F)F)C2)c1N,,,,,,ZINCpv0000095ylB
,,Cc1ccc(C(=O)N2C[C@H](C)[C@@H]2C(=O)N2C[C@H]3CCC[C@H]2C3)cn1,,,,,,ZINCos00000sPUnT
,,COc1nccc(C(=O)N2CC[C@]3(C[C@H]3C(=O)NCCCO)C2)n1,,,,,,ZINCo500000HMzdv
,,CC[C@H](C)[C@H](NC(=O)C#CC(C)C)C(=O)N1CC(C(C)(C)O)C1,,,,,,ZINCnk00000UjAYL
,,O=C(N[C@H]1C[C@@H](n2cc(CSCCO)nn2)C1)[C@H]1CC(F)(F)[C@]1(F)Cl,,,,,,ZINCpo00000SOjPp
,,CC[C@H](C)[C@H](NC(=O)C#CC(C)(C)C)C(=O)N1CC[C@@H](C#N)C1,,,,,,ZINCnp00000UjAYG
,,Cc1c(Br)cc(F)cc1C(=O)NC[C@@H](C)CNC(=O)c1c[nH]nc1F,,,,,,ZINCpv0000095xZU
,,CO[C@H](C(=O)NCCn1cc([C@@H](OC)[C@@H]2CCOC2)nn1)C1CCC1,,,,,,ZINCpf000015OuDZ
,,CSCCn1nnnc1C1(NCc2csc(Cl)n2)CC(C(C)(C)C)C1,,,,,,ZINCpF00000sZ8fg
,,C[C@@H](CNC(=O)Cc1sccc1Br)N(C)C(=O)c1cc(C(F)F)[nH]n1,,,,,,ZINCpz00000evK8d
,,CO[C@H](C(=O)NCCn1cc(C(=O)NC[C@@H](O)CCO)nn1)C(C)C,,,,,,ZINCp4000015OuEc
,,CNS(=O)(=O)N1CCN(C(=O)[C@@H]2C[C@H]3C=C[C@@H]2C3)CC1,,,,,,ZINCk500000y8tM7
,,O=C(N[C@@H]1C[C@H](NC(=O)C(F)(F)C(F)(F)F)C[C@H]1O)c1cc(Cl)ns1,,,,,,ZINCpn00000SOjPS
,,CC=CCONC(=O)CN(C(=O)[C@H]1CCC2(CCC2)C1)C1CCC1,,,,,,ZINCoz00000nLszC
,,CC[C@H](C)[C@H](NC(=O)CCC(C)(C)F)C(=O)N1CC(C(N)=O)C1,,,,,,ZINCnf00000UjAYX
,,C[C@H](CN=c1ncc(Br)c[nH]1)N(C)C(=O)[C@@H]1CC[C@H](N=[N+]=[N-])C1,,,,,,ZINCnz000003ELaO
,,COc1nccc(C(=O)N2CC=C[C@@]2(C)C(=O)NOCC(N)=O)n1,,,,,,ZINCo400000HMzdA
,,Cc1c(Br)cc(F)cc1C(=O)N1CCC[C@H]1CNC(=O)[C@@H](C)N(C)C,,,,,,ZINCpv0000095xNE
,,O=C(N[C@@H]1C[C@H](NC(=O)C2(Br)CC2)C[C@H]1O)c1cc2n(c1)CCCC2,,,,,,ZINCpk00000SOjPz
,,CNS(=O)(=O)NCCCNC(=O)CCC(F)(F)C(F)F,,,,,,ZINCk800000y8tMn
,,O=C(N[C@H]1C[C@H](NC(=O)[C@H]2CC[C@H](C3CC3)C2)C[C@@H]1O)C1SCCS1,,,,,,ZINCpn00000SOjQ4
,,C[C@H](C(=O)NCCCCCNC(=O)c1csc(S)n1)c1cnccn1,,,,,,ZINCpq000005tQTU
,,COC(=O)[C@@H](NC(=O)Cc1cccc2nonc12)[C@@H]1CCCCO1,,,,,,ZINCof000011tNOt
,,COc1nc(C)c(C(=O)N2CC[C@]3(CCCN3C(=O)C(N)=O)C2)s1,,,,,,ZINCo700000HMzdt
,,CCN(CC1CCN(C(=O)CC=C(C)C)CC1)C(=O)[C@@H]1CCOC1,,,,,,ZINCou0000057ggX
,,CO[C@H](C(=O)NCCn1cnc(C(=O)NCCN=[N+]=[N-])c1)C1CCC1,,,,,,ZINCpe000015OuEn
,,C[C@@H](CNC(=O)Cc1csc(Br)n1)NC(=O)c1ccc2scnc2c1,,,,,,ZINCpz00000evK0c
,,CC[C@H](C)[C@H](NC(=O)C#CC1CCC1)C(=O)NCCOC(C)=O,,,,,,ZINCng00000UjAYl
,,CO[C@H](C(=O)NCCn1cc(C(=O)N[C@H]2C[C@H](O)[C@H]2O)cn1)C1CC1,,,,,,ZINCp4000015OuEd
,,C[C@@H](CNC(=O)Cc1cscc1Br)CNC(=O)c1ccc(F)cc1N,,,,,,ZINCpz00000evK26
,,CO[C@@H](C(=O)NCCn1ncnn1)C1CN(C(=O)[C@@H]2CCNC2=O)C1,,,,,,ZINCp3000015OuEv
,,Cc1c(Br)cc(F)cc1C(=O)NC/C=C\CNC(=O)Cc1ccon1,,,,,,ZINCpv0000095xTv
,,CNS(=O)(=O)N1CCN(C(=O)[C@H]2CCCCC23CC3)CC1,,,,,,ZINClb00000y8tM5
,,Cc1ccc(C(=O)N2C[C@@H](C)[C@@H]2C(=O)N2CCC(C)(CO)CC2)s1,,,,,,ZINCor00000sPUnI
,,C[C@@H](CNC(=O)Cc1ccc(Br)s1)NC(=O)c1ccnn1C1CCC1,,,,,,ZINCpz00000evJAn
,,CO[C@@H](C(=O)NCCn1cc(C(=O)NCC(C)(C)C)nn1)C1CCC1,,,,,,ZINCpf000015OuEa
,,CC(=O)c1cn(C[C@H]2CN(C)C(=O)CO2)c2nc(Br)ccc12,,,,,,ZINCmo00000SzLmN
,,CCC[C@H](CCCO)C(=O)N1CC[C@H](C)[C@@H](NC(=O)C2CC=CC2)C1,,,,,,ZINCpu000001VOBM
,,C[C@H](C(=O)NC[C@H]1C[C@H](NC(=O)C2(C)CCOCC2)C1)C(C)(C)C,,,,,,ZINCou000003s77A
,,CCc1ncc(C(CNC(=O)OC(C)(C)C)=C(C)C)cn1,,,,,,ZINClD000007f25D
,,O=C(N[C@H]1C[C@H](N2CCOCC2)C12CCC2)C1CC(n2cccn2)C1,,,,,,ZINCpl00000SOjPr
,,O=C(N[C@@H]1C[C@H](NC(=O)C2CCCC2)C[C@H]1O)c1coc(C(F)F)n1,,,,,,ZINCpl00000SOjPD
,,O=C(N[C@H]1C[C@@H](NC(=O)[C@@H]2CCCC(F)(F)C2)C[C@@H]1O)C1CC(F)C1,,,,,,ZINCpm00000SOjQ2
,,CCOC1(CN(C[C@@H](C)CC)C(=O)C2CN(C(C)=O)C2)CC1,,,,,,ZINCmp00000SzLmQ
,,CNS(=O)(=O)N1CCN(C(=O)C[C@H](C)CCC(C)=O)CC1,,,,,,ZINCl500000y8tM4
,,CNS(=O)(=O)N1CCC(C(=O)N[C@@H](C)C2CNC2)CC1,,,,,,ZINCk400000y8tM0
,,C[C@@H](CNC(=O)Cc1csc(Cl)c1)N(C)C(=O)c1cc(=N)[nH]cc1Br,,,,,,ZINCpz00000evK0U
,,O=C(N[C@@H]1CCCN(C(=O)N2CCCC2)C1)[C@@H](O)C[C@H]1CC1(F)F,,,,,,ZINCoh00000sLS2k
,,CO[C@H](C(=O)NCCn1cc(C(=O)NCc2ccco2)cn1)C(C)C,,,,,,ZINCph000015OuE7
,,O=C(N[C@@H]1CCCN(O)C1=O)[C@H]1CCCN1C(=O)C1=C(Cl)CCC1,,,,,,ZINCoh00000sLS2l
,,CO[C@@H](C(=O)NC[C@H](O)C(=O)N[C@H]1[C@@H](CO)[C@@H]2C=C[C@H]1C2)C(C)(C)C,,,,,,ZINCp5000015OuDK
,,CC[C@H](C)[C@H](NC(=O)CCC1(C)CC1)C(=O)NCCOC(=N)O,,,,,,ZINCnj00000UjAYn
,,C=C1CC(CC(=O)N2C[C@@H](C)[C@H]2C(=O)N2CCC(COC)CC2)C1,,,,,,ZINCoq00000sPUnM
,,CSCCn1nnnc1C1(NCc2nc(Cl)cs2)CC(CC(C)C)C1,,,,,,ZINCpF00000sZ8fk
,,CO[C@H](C(=O)NCCn1cc(C(=O)N(C)C2CCCC2)nn1)C1CC1,,,,,,ZINCpe000015OuE5
,,COc1nccc(C(=O)N2CCC[C@@H]2C(=O)N2[C@@H](C)C[C@H]2CO)n1,,,,,,ZINCo600000HMzdI
,,COc1nccc(C(=O)N2CCC=C[C@@H]2C(=O)NOCC(N)=O)n1,,,,,,ZINCo400000HMzdD
,,CO[C@H](C(=O)NC[C@H](O)C(=O)N[C@H](C)C(C)(C)CN(C)C)C(C)(C)C,,,,,,ZINCpc000015OuDM
,,C[C@H](F)CC(=O)N1CC2(CCCN(C(=O)CCCCCC#N)C2)C1,,,,,,ZINCow000007DpC8
,,Cc1c(Br)cc(F)cc1C(=O)NC[C@@H](O)CNC(=O)[C@@H]1CCC1(C)C,,,,,,ZINCpv0000095y1q
,,CCC[C@H](CCCO)C(=O)N1CC[C@@H](NC(=O)C2SCCS2)C[C@H]1C,,,,,,ZINCpu000001VOzX
,,Cc1c(Br)cc(F)cc1C(=O)N[C@@H]1CC[C@H]1CNC(=O)C(C)(C)CO,,,,,,ZINCpv0000095yaC
,,C[C@@H](CNC(=O)Cc1ccsc1Br)CNC(=O)c1ccc(F)c(N)c1,,,,,,ZINCpz00000evJOa
,,CC(=O)c1cn(CCN=c2ccnc([C@@H]3CCOC3)[nH]2)nn1,,,,,,ZINCme00000SzLmX
,,CCOc1cnc(CNC2CCC(O)(C(=O)OC)CC2)nc1,,,,,,ZINCme00000SzLmW
,,C[C@@H](CNC(=O)Cc1sccc1Br)N(C)C(=O)CCN=c1[nH]ccs1,,,,,,ZINCpz00000evK7L
,,CNS(=O)(=O)[C@@H](C)CNC(=O)COC1CCC(F)(F)CC1,,,,,,ZINClc00000y8tLS
,,C=CCOCCN1CCN(C(=O)c2cccn2C(C)C)CC1,,,,,,ZINCmq000002t8vM
,,COC(=O)[C@@H](NC(=O)CCCS(=O)(=O)CCN)c1ccc(Br)cc1,,,,,,ZINCof000011tNOz
,,CC[C@H](C)[C@H](NC(=O)C#CC(C)(C)O)C(=O)NC[C@H]1CC1(F)F,,,,,,ZINCng00000UjAZ4
,,C[C@H](CN=c1ncc(Br)c[nH]1)CNC(=O)c1ccnc(F)c1Cl,,,,,,ZINCnz000003ELaF
,,CNS(=O)(=O)[C@H](C)CNC(=O)CN(C)c1ccc(Cl)cc1,,,,,,ZINCle00000y8tLQ
,,Cc1cc(CN[C@@H](CC(C)C)CS(C)(=O)=O)ccc1Br,,,,,,ZINCkD000002a8q1
,,Cc1ccc(C(=O)N2C[C@H](C)[C@@H]2C(=O)N2CCC[C@H](CO)[C@@H]2C)s1,,,,,,ZINCor00000sPUnK
,,CO[C@H](C(=O)NCCn1cc(C(=O)N[C@H]2CCO[C@H]2C)cn1)C1CC1,,,,,,ZINCp9000015OuEe
,,CCOC1(CN(C[C@@H]2CCOC2)C(=O)[C@H](O)CC)CCCC1,,,,,,ZINCmp00000SzLmE
,,CC[C@H](C)[C@H](NC(=O)CCc1cn[nH]c1)C(=O)N1CC(CO)C1,,,,,,ZINCn900000UjAYy
,,CO[C@@H](C(=O)NCCn1ccc(=O)cc1)C1CN(C(=O)C2CCC2)C1,,,,,,ZINCp8000015OuE1
,,COC(=O)[C@@H](NC(=O)c1sc(-c2cccnc2)nc1C)C1CNC1,,,,,,ZINCog000011tNOs
,,CCN(CC)[C@H](CNC(=O)[C@H]1CC[C@@H](N)CC1)Cc1ccccc1,,,,,,ZINCov000002QyjV
,,O=C(NC[C@]1(O)[C@H]2[C@H]3C[C@@H]4[C@@H]5[C@H]3[C@H]1[C@@H]5C[C@H]42)NC[C@]1(F)CCOC1,,,,,,ZINCof00000yUYzE
,,COCC1CN(C(=O)[C@H](CC(F)F)N(C)C(=O)C[C@@]23CCC[C@H]2C3)C1,,,,,,ZINCpr00000mdQjJ
,,CC[C@H]1C[C@H]1C(=O)N[C@@H](C)[C@H](C)Nc1cc(=O)n2ccccc2n1,,,,,,ZINCoq00000sVmMu
,,CCC[C@H](C)CN(C[C@@H]1CC2(CCO1)CC2)C(=O)[C@H](O)CC(N)=O,,,,,,ZINCok00000K6KVO
,,COCCOCCCN=C(NCc1cccs1)N1CC[C@H](C)[C@@H](C)C1,,,,,,ZINCpC00000cHeO6
,,COC(OC)C(=O)N=c1ccc(-c2ccc(F)cc2)n[nH]1,,,,,,ZINClo00000xcnep
,,COC(=O)CC(=O)NCc1ccc(C(=O)OC)cc1C,,,,,,ZINCkf00000xcnes
,,O=C(Nc1cncc(CO)c1)[C@H]1CN(C(=O)C=CC(F)(F)F)CCO1,,,,,,ZINCpe000015Plz6
,,CC1(C)CCC[C@H](CNC(=O)N2C[C@@H]3CCC[C@]3(CN)C2)C1,,,,,,ZINCmz0000042W7e
,,C[C@@H](CC(=O)NCC1(n2ccnn2)CC1)N(C)C(=O)C(N)=O,,,,,,ZINCm4000010t5WN
,,CC1(CNC(=O)[C@@](C)(NC(=O)COCC(F)F)C2CCC2)CSC1,,,,,,ZINCoo00000t5Giy
,,Cn1cnc(CCNC(=O)N[C@H]2c3cccc(Br)c3CC2(F)F)c1Br,,,,,,ZINCpH00000sYFzJ
,,CCn1ncc2c(NC(=O)C(=O)N[C@@H]3CC34CC(OC)C4)cccc21,,,,,,ZINCpm00001XUuFO
,,O=C(NC[C@]1(O)CCN(C(=O)c2cc(=O)c(Br)c[nH]2)C1)C1=CCC1,,,,,,ZINCof00000yUYp2
,,C=C1CN(C(=O)CCOC2CN(C(=O)C[C@@H]3CCC[C@@H]4C[C@@H]34)C2)C1,,,,,,ZINCoo00000t5GiD
,,CC1=C(Br)SC(CNC(CO)CC2=CC=CC(F)=C2)=N1,,,,,,ZINCkA0000055TIu
,,C=CC[C@H](NC(C)=O)C(=O)N(CCCCC)Cc1nc(CC)co1,,,,,,ZINCoy00000tbNJm
,,O=C(COC1CC1)NCCC1(C(=O)NCC[C@@H]2CCCO2)CC1,,,,,,ZINCnh00000UpruF
,,C[C@@H](CC(=O)NCC1(F)CCC1)NC(=O)Cn1[nH]cnc1=N,,,,,,ZINCm5000010t5WJ
,,C#CCCC[C@@H](C)C(=O)N[C@@H]1C[C@H]2[C@@H]1CCN2C(=O)COCCCC,,,,,,ZINCpt00000gsF93
,,COCC1CN(C(=O)[C@H](CC(C)C)N(C)C(=O)CCc2nccs2)C1,,,,,,ZINCpq00000mdQjC
,,CCC(CC)[C@H](C)C(=O)N[C@H]1C[C@@H](CNC(=O)C2(CN(C)C)CC2)C1,,,,,,ZINCpu00000gsF9a
,,N[C@H](Cc1cccc(F)c1)C(=O)NCCc1ncccc1Br,,,,,,ZINCms00000eB7Qm
,,O=C(COC1CC1)NC/C=C/C(=O)N1CC[C@@H](n2ccnn2)C1,,,,,,ZINCn500000UpruX
,,COC(=O)CC(=O)NCc1ccc2c(c1)C(C)(C)C(=O)N2,,,,,,ZINClg00000xcner
,,C=CC[C@H](NC(C)=O)C(=O)N(CCC(C)(C)C=C)Cc1cc[nH]c1,,,,,,ZINCoA00000tbNJr
,,CO[C@H](C)C(=O)NCCO[C@@H]1CCN(C(=O)CSCCN(C)C)C1,,,,,,ZINCo6000003qYPF
,,CO[C@H](C)C(=O)NC[C@@H](C)NC(=O)c1c[nH]nc1-c1ccnn1C,,,,,,ZINCo6000003qYTN
,,COCCOCc1nnc(N2CCC3(CCCCC3)C2)n1CC(C)C,,,,,,ZINCpC00000cHf3i
,,CC[C@H](C)OCC(=O)N(Cc1cc([N+](=O)[O-])sn1)C[C@H]1C[C@@H]1Cl,,,,,,ZINCny00000EWn5N
,,C=CC[C@@H](NC(C)=O)C(=O)N(C/C=C/C)Cc1ncc(C)cc1Cl,,,,,,ZINCoA00000tbNJh
,,O=C(NC1CN(CC(F)F)C1)[C@@H](O)C1CN(C(=O)CCOC2CC2)C1,,,,,,ZINCp5000015Plzz
,,CCn1nccc1CN(C)C(=O)C(=O)Nc1ccc2c(c1)CCCO2,,,,,,ZINCpo00001XUuG2
,,Cn1c(=NCCCn2cnc3c2CCCC3)[nH]c2c(F)cc(Br)cc21,,,,,,ZINCpK00000sYFzE
,,COC(=O)C(CO)(CO)NC(=O)c1cc(C)c(F)cc1F,,,,,,ZINCl500000xcne3
,,C[C@H](CC(=O)N(C)C1(CO)CC1)NC(=O)[C@H]1C[C@H](O)CN1C,,,,,,ZINCm4000010t5Wx
,,CCn1ncc(C)c1NC(=O)C(=O)N1CCC[C@H]1[C@@]1(C)CCN(C)C1,,,,,,ZINCpk00001XUuGc
,,COCCNC(=NCCc1cncs1)N[C@H](C)c1c(C)cccc1C,,,,,,ZINCpC00000cHeEI
,,O=C(COC1CC1)NCCCCCCC(=O)N[C@@H]1CCCOC1,,,,,,ZINCnl00000UpruH
,,CSCCC(C)(C)C(=O)N(C)C[C@@H](C)C(=O)NC[C@@]12CC[C@@H](CO1)C2,,,,,,ZINCpv00000xK1Fw
,,CC[C@H]1C[C@H]1C(=O)N[C@@H](C)[C@@H]1CCN(S(=O)(=O)c2ccccc2)C1,,,,,,ZINCos00000sVmMr
,,CSCCC(C)(C)C(=O)N(C)C[C@@H](C)C(=O)NCCc1ccncc1,,,,,,ZINCpw00000xK1Fz
,,Cn1cnc(CCNc2cc(=NCc3ccc(Br)cc3)[nH]cn2)c1Br,,,,,,ZINCpK00000sYFzF
,,CSCCC(C)(C)C(=O)NC/C=C/C(=O)N[C@H](C)c1cncc(F)c1,,,,,,ZINCpy00000xK1Fo
